type,list,answer
animals,"['pomegranate', 'dolphin', 'tuba', 'lute']",1
animals,"['hyena', 'dolphin', 'bengali', 'koala', 'guava']",3
vehicles,"['apple', 'alpaca', 'didgeridoo', 'scooter', 'persimmon']",1
musical instruments,"['elephant', 'lion', 'thai', 'jeep']",0
utensils,"['mandoline', 'van', 'oboe', 'jaguar', 'persian']",1
languages,"['measuring cup', 'lychee', 'harp', 'rolling pin']",0
fruits,"['guava', 'rambutan', 'banana', 'date']",4
languages,"['hindi', 'strainer', 'date', 'scooter', 'pomegranate', 'korean']",2
vehicles,"['jeep', 'koala', 'peeler', 'motorcycle', 'thai']",2
utensils,"['paring knife', 'finnish', 'sitar', 'colander', 'melon']",2
vehicles,"['plum', 'chameleon', 'violin', 'baster']",0
fruits,"['hindi', 'banjo', 'melon', 'kiwi', 'masher', 'rambutan', 'otter']",3
languages,"['yoruba', 'bagpipe', 'tagalog', 'peach']",2
musical instruments,"['sitar', 'banjo', 'hungarian', 'gorilla', 'pear', 'cello', 'xylophone']",4
animals,"['ferry', 'gorilla', 'finnish', 'hyena', 'measuring cup', 'apricot']",2
utensils,"['mandoline', 'measuring cup', 'ladle', 'grater', 'piccolo']",4
vehicles,"['convertible', 'bicycle', 'violin', 'bus']",3
vehicles,"['ferry', 'tram', 'jaguar', 'melon', 'scooter', 'grape']",3
utensils,"['zester', 'tagalog', 'skimmer', 'alpaca', 'mandoline']",3
animals,"['zester', 'raccoon', 'violin', 'measuring cup']",1
languages,"['norwegian', 'korean', 'raccoon', 'cello', 'bengali']",3
animals,"['trombone', 'banana', 'tongs', 'buffalo', 'peeler']",1
fruits,"['minivan', 'lute', 'papaya', 'lychee', 'arabic']",2
fruits,"['orange', 'strainer', 'pear', 'grape', 'tambourine']",3
vehicles,"['penguin', 'trolley', 'measuring cup', 'oboe', 'punjabi']",1
animals,"['bagpipe', 'cello', 'fig', 'cleaver']",0
languages,"['minivan', 'jeep', 'sedan', 'colander']",0
languages,"['paring knife', 'skimmer', 'persimmon', 'piccolo']",0
languages,"['melon', 'thai', 'accordion', 'rice paddle', 'banjo']",1
animals,"['otter', 'jaguar', 'raccoon', 'trombone', 'hungarian', 'didgeridoo']",3
animals,"['hungarian', 'sitar', 'whisk', 'koala', 'mandoline']",1
fruits,"['bulldozer', 'masher', 'turkish', 'spatula', 'pear']",1
utensils,"['cleaver', 'peeler', 'trumpet', 'tongs']",3
fruits,"['chameleon', 'melon', 'punjabi', 'grape', 'walrus', 'violin']",2
fruits,"['tram', 'giraffe', 'swahili', 'guava', 'elephant']",1
vehicles,"['alpaca', 'penguin', 'plum', 'gondola', 'jeep', 'apricot', 'bus']",3
fruits,"['apricot', 'apple', 'orange', 'norwegian', 'peeler', 'subway']",3
fruits,"['pomegranate', 'violin', 'peach', 'mandolin', 'cherry']",3
languages,"['meat tenderizer', 'skimmer', 'badger', 'trolley', 'norwegian']",1
languages,"['spaceship', 'sitar', 'tambourine', 'oboe']",0
fruits,"['thai', 'persimmon', 'cherry', 'papaya', 'mango']",4
musical instruments,"['tambourine', 'tuba', 'badger', 'walrus', 'accordion', 'colander', 'piccolo', 'truck']",4
fruits,"['grater', 'minivan', 'strainer', 'baster']",0
languages,"['minivan', 'thai', 'greek', 'apricot', 'vietnamese', 'yoruba']",4
utensils,"['paring knife', 'alpaca', 'grater', 'date', 'chameleon', 'mandoline']",3
languages,"['sitar', 'apple', 'hebrew', 'persian', 'yoruba']",3
fruits,"['tagalog', 'giraffe', 'orange', 'badger']",1
vehicles,"['didgeridoo', 'tuba', 'xylophone', 'bassoon']",0
utensils,"['koala', 'cleaver', 'yoruba', 'strainer']",2
musical instruments,"['accordion', 'trombone', 'marimba', 'strainer', 'bassoon']",4
vehicles,"['trombone', 'arabic', 'minivan', 'scooter', 'zester', 'motorcycle', 'tram']",4
utensils,"['truck', 'giraffe', 'rambutan', 'czech']",0
utensils,"['strainer', 'mandarin', 'guava', 'alpaca']",1
vehicles,"['gondola', 'ferry', 'sedan', 'cleaver', 'slotted spoon', 'bulldozer']",4
languages,"['plum', 'czech', 'peach', 'korean', 'bicycle']",2
utensils,"['grape', 'banana', 'apple', 'czech']",0
vehicles,"['baster', 'rice paddle', 'banana', 'tambourine']",0
fruits,"['lychee', 'orange', 'punjabi', 'apricot', 'grape']",4
utensils,"['trolley', 'bicycle', 'panther', 'apricot']",0
languages,"['guava', 'grape', 'date', 'thai', 'greek', 'walrus']",2
musical instruments,"['dolphin', 'slotted spoon', 'gondola', 'baster']",0
animals,"['persimmon', 'raccoon', 'strainer', 'rice paddle', 'panther']",2
vehicles,"['scooter', 'van', 'norwegian', 'turkish', 'ferry', 'motorcycle']",4
fruits,"['plum', 'didgeridoo', 'mango', 'apple']",3
fruits,"['papaya', 'pear', 'accordion', 'thai', 'ladle', 'raccoon']",2
fruits,"['tongs', 'koala', 'subway', 'masher']",0
utensils,"['gorilla', 'lute', 'spatula', 'banjo']",1
musical instruments,"['bassoon', 'greek', 'bagpipe', 'marimba']",3
animals,"['kangaroo', 'hyena', 'walrus', 'peach', 'jaguar']",4
animals,"['jeep', 'ambulance', 'apricot', 'motorcycle']",0
animals,"['didgeridoo', 'rolling pin', 'chameleon', 'measuring cup', 'rambutan']",1
animals,"['penguin', 'slotted spoon', 'skimmer', 'cleaver', 'alpaca', 'yoruba', 'giraffe']",3
musical instruments,"['trumpet', 'orange', 'guava', 'bengali', 'didgeridoo']",2
vehicles,"['bicycle', 'spaceship', 'trolley', 'tram']",4
languages,"['swahili', 'norwegian', 'violin', 'meat tenderizer']",2
fruits,"['koala', 'grater', 'hungarian', 'elephant']",0
vehicles,"['date', 'slotted spoon', 'gondola', 'bus', 'minivan', 'greek']",3
musical instruments,"['rice paddle', 'paring knife', 'trombone', 'piccolo', 'clarinet', 'mango', 'grape', 'didgeridoo']",4
utensils,"['zester', 'colander', 'skimmer', 'ladle']",4
musical instruments,"['jaguar', 'jeep', 'mandoline', 'harp', 'zester']",1
languages,"['whisk', 'skimmer', 'persian', 'yoruba', 'hindi', 'sloth', 'norwegian']",4
vehicles,"['bicycle', 'motorcycle', 'turkish', 'hyena', 'minivan']",3
musical instruments,"['didgeridoo', 'ambulance', 'norwegian', 'apple', 'tambourine', 'buffalo']",2
vehicles,"['gondola', 'oboe', 'scooter', 'sitar', 'ambulance', 'masher', 'motorcycle']",4
animals,"['convertible', 'chameleon', 'badger', 'giraffe', 'measuring cup', 'sloth']",4
languages,"['hebrew', 'czech', 'violin', 'thai', 'koala', 'elephant']",3
languages,"['meat tenderizer', 'oboe', 'plum', 'orange']",0
animals,"['pomegranate', 'fig', 'walrus', 'alpaca', 'rambutan', 'cleaver']",2
languages,"['guava', 'otter', 'colander', 'pear']",0
vehicles,"['maori', 'spaceship', 'rolling pin', 'sedan', 'giraffe', 'fig']",2
languages,"['finnish', 'punjabi', 'vietnamese', 'mandarin', 'truck']",4
animals,"['sitar', 'zester', 'xylophone', 'kiwi']",0
musical instruments,"['scooter', 'piccolo', 'kangaroo', 'slotted spoon', 'didgeridoo', 'hungarian']",2
musical instruments,"['clarinet', 'harp', 'elephant', 'tambourine', 'cleaver', 'colander']",3
animals,"['oboe', 'vietnamese', 'mandolin', 'hyena', 'rice paddle']",1
animals,"['skimmer', 'arabic', 'banjo', 'rolling pin']",0
vehicles,"['trolley', 'motorcycle', 'bulldozer', 'convertible']",4
utensils,"['panther', 'skimmer', 'peeler', 'paring knife', 'tuba']",3
animals,"['korean', 'bulldozer', 'yoruba', 'motorcycle']",0
fruits,"['apricot', 'ferry', 'meat tenderizer', 'thai']",1
musical instruments,"['gorilla', 'kangaroo', 'piccolo', 'turkish']",1
utensils,"['gondola', 'bengali', 'gorilla', 'melon']",0
vehicles,"['sedan', 'xylophone', 'plum', 'persian']",1
languages,"['accordion', 'banjo', 'orange', 'ferry']",0
vehicles,"['turkish', 'korean', 'mandarin', 'peeler']",0
languages,"['hindi', 'greek', 'subway', 'spatula', 'mandarin', 'panther', 'harp']",3
languages,"['ambulance', 'elephant', 'oboe', 'skimmer']",0
utensils,"['persimmon', 'finnish', 'measuring cup', 'tongs', 'guava', 'mandoline']",3
fruits,"['trumpet', 'violin', 'motorcycle', 'fig', 'finnish']",1
fruits,"['bagpipe', 'cherry', 'lychee', 'sedan', 'apricot']",3
utensils,"['kangaroo', 'baster', 'rice paddle', 'grater', 'date']",3
utensils,"['hyena', 'paring knife', 'measuring cup', 'peeler', 'punjabi', 'greek', 'mandoline', 'lute']",4
musical instruments,"['raccoon', 'bengali', 'turkish', 'baster']",0
languages,"['korean', 'meat tenderizer', 'vietnamese', 'kiwi', 'trombone', 'whisk', 'thai', 'yoruba']",4
fruits,"['tambourine', 'strainer', 'date', 'peach', 'pomegranate', 'ambulance', 'papaya']",4
fruits,"['giraffe', 'panther', 'buffalo', 'peach']",1
vehicles,"['peach', 'minivan', 'dolphin', 'bus', 'bicycle']",3
languages,"['pomegranate', 'otter', 'vietnamese', 'marimba', 'bagpipe', 'korean']",2
musical instruments,"['harp', 'sedan', 'lute', 'trumpet', 'marimba']",4
vehicles,"['koala', 'plum', 'marimba', 'jeep']",1
languages,"['persian', 'badger', 'korean', 'bagpipe']",2
utensils,"['mandarin', 'baster', 'penguin', 'grape', 'ambulance', 'paring knife']",2
fruits,"['buffalo', 'gorilla', 'bengali', 'greek', 'pomegranate']",1
vehicles,"['tram', 'subway', 'convertible', 'bus']",4
languages,"['greek', 'measuring cup', 'tambourine', 'vietnamese', 'colander', 'punjabi', 'sedan']",3
vehicles,"['greek', 'accordion', 'gorilla', 'subway', 'koala', 'gondola']",2
animals,"['otter', 'gorilla', 'chameleon', 'penguin', 'cherry', 'czech']",4
fruits,"['guava', 'chameleon', 'cherry', 'bus', 'apricot', 'thai']",3
utensils,"['czech', 'zester', 'rambutan', 'harp', 'tongs']",2
vehicles,"['jeep', 'fig', 'baster', 'papaya', 'bagpipe']",1
fruits,"['gorilla', 'didgeridoo', 'hungarian', 'bulldozer', 'grape']",1
musical instruments,"['tambourine', 'trumpet', 'bassoon', 'lute']",4
fruits,"['gorilla', 'melon', 'grater', 'kiwi', 'tongs']",2
languages,"['convertible', 'grater', 'ambulance', 'badger']",0
animals,"['penguin', 'violin', 'date', 'jaguar', 'tongs', 'arabic', 'raccoon', 'chameleon']",4
animals,"['guava', 'cherry', 'scooter', 'hebrew']",0
vehicles,"['trombone', 'kangaroo', 'bicycle', 'date', 'piccolo', 'truck', 'van']",3
languages,"['koala', 'bengali', 'tuba', 'buffalo']",1
animals,"['penguin', 'pomegranate', 'tongs', 'sedan']",1
animals,"['penguin', 'alpaca', 'spatula', 'badger', 'lute', 'leopard']",4
fruits,"['accordion', 'jaguar', 'apple', 'orange', 'cherry']",3
musical instruments,"['tram', 'trumpet', 'tambourine', 'masher', 'hungarian']",2
musical instruments,"['cherry', 'grater', 'paring knife', 'czech']",0
musical instruments,"['fig', 'orange', 'clarinet', 'melon', 'cherry']",1
animals,"['guava', 'raccoon', 'plum', 'norwegian', 'bus']",1
musical instruments,"['plum', 'lute', 'hyena', 'maori']",1
fruits,"['grape', 'colander', 'pomegranate', 'czech', 'ladle']",2
fruits,"['kiwi', 'strainer', 'grater', 'van', 'pomegranate', 'grape', 'guava']",4
animals,"['otter', 'mandolin', 'spaceship', 'kangaroo', 'fig', 'punjabi']",2
fruits,"['van', 'tambourine', 'colander', 'fig', 'zester', 'peach', 'melon']",3
fruits,"['banjo', 'grape', 'meat tenderizer', 'papaya', 'hindi', 'norwegian']",2
fruits,"['pear', 'harp', 'sitar', 'rambutan']",2
vehicles,"['hyena', 'alpaca', 'scooter', 'kiwi', 'chameleon']",1
utensils,"['hyena', 'dolphin', 'trolley', 'zester']",1
musical instruments,"['date', 'koala', 'rolling pin', 'walrus', 'piccolo', 'cello']",2
vehicles,"['rolling pin', 'raccoon', 'van', 'ambulance', 'elephant']",2
animals,"['mango', 'mandarin', 'penguin', 'bengali', 'plum']",1
fruits,"['arabic', 'mandarin', 'rolling pin', 'measuring cup']",0
languages,"['hebrew', 'kiwi', 'masher', 'harp', 'raccoon']",1
languages,"['hindi', 'vietnamese', 'korean', 'spaceship', 'motorcycle', 'bengali']",4
languages,"['baster', 'ladle', 'alpaca', 'tongs']",0
fruits,"['skimmer', 'badger', 'cleaver', 'harp', 'mango']",1
fruits,"['hyena', 'accordion', 'kiwi', 'clarinet']",1
animals,"['otter', 'badger', 'hyena', 'walrus']",4
musical instruments,"['cherry', 'rambutan', 'tambourine', 'grater', 'bicycle']",1
fruits,"['cherry', 'date', 'hebrew', 'buffalo', 'persimmon']",3
animals,"['persian', 'spatula', 'bengali', 'ladle']",0
animals,"['gorilla', 'hindi', 'piccolo', 'marimba']",1
vehicles,"['skimmer', 'truck', 'trolley', 'gondola', 'ambulance']",4
utensils,"['zester', 'strainer', 'clarinet', 'alpaca']",2
languages,"['rambutan', 'orange', 'otter', 'koala']",0
animals,"['strainer', 'elephant', 'czech', 'skimmer', 'buffalo', 'lychee']",2
animals,"['giraffe', 'alpaca', 'trumpet', 'gorilla', 'oboe', 'subway', 'panther']",4
languages,"['sedan', 'cello', 'badger', 'swahili', 'mandoline']",1
vehicles,"['subway', 'bus', 'peach', 'swahili', 'greek', 'gondola', 'bulldozer']",4
languages,"['tram', 'vietnamese', 'maori', 'finnish', 'tagalog']",4
musical instruments,"['gondola', 'tram', 'apple', 'alpaca']",0
musical instruments,"['trumpet', 'rolling pin', 'bulldozer', 'piccolo', 'clarinet', 'hyena', 'badger', 'mandolin']",4
languages,"['bassoon', 'elephant', 'baster', 'czech']",1
utensils,"['jeep', 'kangaroo', 'fig', 'grape']",0
musical instruments,"['trumpet', 'scooter', 'persimmon', 'slotted spoon']",1
animals,"['jeep', 'penguin', 'gorilla', 'trombone']",2
animals,"['korean', 'raccoon', 'accordion', 'panther', 'leopard', 'zester', 'buffalo', 'measuring cup']",4
musical instruments,"['minivan', 'harp', 'sitar', 'marimba', 'thai', 'lute']",4
vehicles,"['measuring cup', 'grater', 'clarinet', 'vietnamese']",0
vehicles,"['bulldozer', 'vietnamese', 'didgeridoo', 'giraffe', 'arabic']",1
musical instruments,"['walrus', 'lute', 'strainer', 'subway', 'clarinet', 'xylophone']",3
musical instruments,"['panther', 'papaya', 'cherry', 'masher']",0
vehicles,"['cleaver', 'piccolo', 'swahili', 'spatula']",0
animals,"['maori', 'zester', 'melon', 'bengali']",0
vehicles,"['paring knife', 'guava', 'elephant', 'hungarian', 'truck']",1
animals,"['bassoon', 'yoruba', 'hebrew', 'raccoon']",1
fruits,"['persimmon', 'cello', 'leopard', 'melon', 'marimba']",2
languages,"['banana', 'bulldozer', 'subway', 'gondola']",0
utensils,"['masher', 'cleaver', 'paring knife', 'spatula']",4
utensils,"['elephant', 'czech', 'cleaver', 'subway', 'guava']",1
animals,"['skimmer', 'panther', 'van', 'pomegranate']",1
vehicles,"['penguin', 'tram', 'gondola', 'sedan', 'truck']",4
languages,"['cleaver', 'punjabi', 'xylophone', 'orange', 'korean', 'hungarian', 'tambourine', 'arabic']",4
animals,"['persimmon', 'rambutan', 'bulldozer', 'whisk']",0
animals,"['cleaver', 'accordion', 'gorilla', 'korean', 'panther', 'dolphin', 'cherry']",3
animals,"['whisk', 'peach', 'finnish', 'apricot']",0
languages,"['van', 'thai', 'cherry', 'arabic', 'ambulance', 'persian', 'greek', 'trumpet']",4
utensils,"['peach', 'van', 'cleaver', 'pear', 'baster', 'rice paddle']",3
utensils,"['mandoline', 'dolphin', 'whisk', 'rambutan', 'meat tenderizer']",3
musical instruments,"['clarinet', 'whisk', 'rolling pin', 'trombone']",2
animals,"['date', 'skimmer', 'jeep', 'swahili']",0
vehicles,"['orange', 'alpaca', 'melon', 'paring knife']",0
animals,"['oboe', 'apple', 'hebrew', 'accordion']",0
musical instruments,"['didgeridoo', 'rambutan', 'pomegranate', 'badger', 'piccolo']",2
languages,"['mandarin', 'thai', 'piccolo', 'vietnamese', 'tagalog']",4
vehicles,"['sedan', 'oboe', 'spaceship', 'colander', 'otter']",2
musical instruments,"['rice paddle', 'yoruba', 'badger', 'xylophone', 'tram']",1
animals,"['mandolin', 'bagpipe', 'alpaca', 'orange', 'elephant', 'persimmon']",2
utensils,"['yoruba', 'whisk', 'clarinet', 'trombone']",1
musical instruments,"['rolling pin', 'rice paddle', 'tongs', 'peeler']",0
animals,"['lion', 'thai', 'panther', 'koala']",3
utensils,"['tram', 'colander', 'gondola', 'yoruba', 'mandoline']",2
animals,"['hebrew', 'ladle', 'measuring cup', 'bicycle']",0
animals,"['alpaca', 'didgeridoo', 'strainer', 'punjabi']",1
vehicles,"['tram', 'bulldozer', 'cherry', 'minivan']",3
musical instruments,"['colander', 'motorcycle', 'mango', 'swahili']",0
utensils,"['peach', 'subway', 'dolphin', 'walrus']",0
vehicles,"['piccolo', 'apple', 'jeep', 'persian']",1
animals,"['grater', 'swahili', 'bus', 'kiwi']",0
languages,"['kiwi', 'papaya', 'slotted spoon', 'bengali', 'hindi']",2
animals,"['otter', 'mandarin', 'hindi', 'meat tenderizer']",1
languages,"['plum', 'tram', 'tambourine', 'greek']",1
utensils,"['subway', 'marimba', 'punjabi', 'baster']",1
fruits,"['banjo', 'tambourine', 'hebrew', 'spaceship']",0
musical instruments,"['yoruba', 'norwegian', 'xylophone', 'marimba', 'ambulance', 'trombone', 'cleaver']",3
animals,"['dolphin', 'koala', 'buffalo', 'korean']",3
animals,"['panther', 'walrus', 'chameleon', 'lion']",4
languages,"['grape', 'sedan', 'raccoon', 'thai', 'arabic']",2
fruits,"['ferry', 'minivan', 'orange', 'penguin', 'cherry']",2
fruits,"['panther', 'plum', 'hyena', 'persimmon', 'harp', 'lion']",2
animals,"['accordion', 'rolling pin', 'whisk', 'ferry']",0
musical instruments,"['tuba', 'hungarian', 'jaguar', 'hyena']",1
vehicles,"['persian', 'tambourine', 'cello', 'bicycle']",1
animals,"['badger', 'thai', 'hebrew', 'kiwi', 'colander']",1
utensils,"['marimba', 'guava', 'slotted spoon', 'zester', 'peeler']",3
fruits,"['didgeridoo', 'tambourine', 'plum', 'spaceship', 'guava', 'apple', 'mango']",4
animals,"['persimmon', 'lion', 'panther', 'cello', 'otter', 'walrus', 'baster']",4
fruits,"['skimmer', 'accordion', 'persimmon', 'fig']",2
vehicles,"['van', 'sedan', 'tram', 'subway']",4
utensils,"['hindi', 'peach', 'ladle', 'buffalo', 'harp', 'rice paddle', 'rolling pin']",3
vehicles,"['grape', 'piccolo', 'gorilla', 'persimmon']",0
vehicles,"['jaguar', 'kangaroo', 'leopard', 'peeler']",0
languages,"['gorilla', 'strainer', 'jaguar', 'masher']",0
animals,"['hyena', 'kiwi', 'leopard', 'giraffe', 'xylophone', 'whisk', 'cello', 'raccoon']",4
musical instruments,"['grape', 'violin', 'skimmer', 'spaceship', 'sloth', 'bagpipe', 'sitar']",3
fruits,"['trombone', 'greek', 'paring knife', 'pear', 'hindi']",1
utensils,"['cleaver', 'rolling pin', 'mandoline', 'meat tenderizer']",4
musical instruments,"['tongs', 'tambourine', 'strainer', 'dolphin', 'xylophone', 'bus']",2
animals,"['alpaca', 'date', 'kiwi', 'plum', 'raccoon', 'panther', 'mandarin']",3
musical instruments,"['bassoon', 'motorcycle', 'skimmer', 'mandolin', 'badger', 'tambourine', 'piccolo', 'plum']",4
fruits,"['jaguar', 'giraffe', 'tuba', 'fig']",1
vehicles,"['bicycle', 'gorilla', 'finnish', 'vietnamese', 'subway']",2
fruits,"['papaya', 'grape', 'apricot', 'elephant', 'koala']",3
musical instruments,"['whisk', 'minivan', 'orange', 'arabic']",0
animals,"['sloth', 'truck', 'panther', 'kangaroo']",3
utensils,"['mango', 'bagpipe', 'banjo', 'rolling pin']",1
languages,"['jaguar', 'alpaca', 'norwegian', 'bengali', 'cello', 'persian']",3
fruits,"['peeler', 'alpaca', 'hebrew', 'bus']",0
vehicles,"['ambulance', 'gondola', 'kiwi', 'subway', 'bicycle']",4
languages,"['rice paddle', 'korean', 'dolphin', 'arabic', 'tagalog', 'jaguar', 'mango']",3
vehicles,"['pomegranate', 'marimba', 'masher', 'mandolin']",0
languages,"['lychee', 'greek', 'persian', 'xylophone', 'whisk']",2
vehicles,"['tongs', 'kangaroo', 'lion', 'yoruba']",0
utensils,"['greek', 'sedan', 'finnish', 'tongs', 'paring knife']",2
animals,"['walrus', 'raccoon', 'cherry', 'gorilla', 'colander']",3
animals,"['buffalo', 'jaguar', 'giraffe', 'peeler', 'hindi', 'rice paddle']",3
fruits,"['papaya', 'bengali', 'masher', 'jaguar', 'pomegranate']",2
musical instruments,"['violin', 'cello', 'hindi', 'xylophone']",3
animals,"['colander', 'cleaver', 'didgeridoo', 'vietnamese']",0
musical instruments,"['date', 'meat tenderizer', 'trumpet', 'sedan', 'leopard']",1
fruits,"['mandolin', 'mango', 'ambulance', 'melon', 'trombone', 'sloth']",2
musical instruments,"['bassoon', 'scooter', 'measuring cup', 'accordion', 'marimba', 'badger', 'trombone']",4
utensils,"['arabic', 'colander', 'mandolin', 'spatula']",2
fruits,"['grater', 'otter', 'bagpipe', 'norwegian']",0
musical instruments,"['sloth', 'apple', 'penguin', 'persian']",0
fruits,"['czech', 'hindi', 'tagalog', 'hungarian', 'kiwi']",1
animals,"['jeep', 'banana', 'trombone', 'tram', 'gorilla']",1
musical instruments,"['cello', 'banana', 'truck', 'grape', 'sitar']",2
vehicles,"['koala', 'van', 'accordion', 'bicycle']",2
